PhraseId,Sentiment
156362,1
156363,2
156364,1
156365,1
156366,2
156367,1
156368,1
156369,3
156370,3
156371,3
156372,3
156373,2
156374,3
156375,3
156376,2
156377,3
156378,3
156379,2
156380,1
156381,2
156382,2
156383,2
156384,1
156385,1
156386,2
156387,2
156388,2
156389,2
156390,2
156391,2
156392,2
156393,2
156394,2
156395,2
156396,1
156397,2
156398,1
156399,2
156400,1
156401,2
156402,2
156403,1
156404,1
156405,3
156406,3
156407,3
156408,3
156409,2
156410,3
156411,3
156412,3
156413,2
156414,2
156415,2
156416,2
156417,3
156418,2
156419,3
156420,2
156421,2
156422,2
156423,2
156424,2
156425,2
156426,2
156427,2
156428,2
156429,2
156430,2
156431,2
156432,2
156433,2
156434,2
156435,2
156436,2
156437,2
156438,2
156439,2
156440,2
156441,2
156442,2
156443,2
156444,2
156445,2
156446,2
156447,2
156448,2
156449,2
156450,2
156451,2
156452,2
156453,2
156454,2
156455,2
156456,2
156457,2
156458,2
156459,2
156460,2
156461,2
156462,2
156463,2
156464,2
156465,2
156466,2
156467,2
156468,2
156469,2
156470,2
156471,2
156472,2
156473,1
156474,2
156475,2
156476,2
156477,1
156478,1
156479,2
156480,2
156481,2
156482,2
156483,2
156484,2
156485,2
156486,2
156487,2
156488,2
156489,2
156490,2
156491,2
156492,2
156493,1
156494,1
156495,2
156496,2
156497,2
156498,2
156499,2
156500,2
156501,2
156502,2
156503,2
156504,2
156505,2
156506,2
156507,2
156508,2
156509,2
156510,2
156511,2
156512,1
156513,1
156514,1
156515,2
156516,2
156517,2
156518,2
156519,2
156520,2
156521,2
156522,2
156523,2
156524,2
156525,2
156526,2
156527,2
156528,2
156529,2
156530,2
156531,2
156532,2
156533,2
156534,2
156535,2
156536,2
156537,1
156538,1
156539,1
156540,1
156541,1
156542,1
156543,2
156544,2
156545,2
156546,2
156547,3
156548,3
156549,2
156550,2
156551,2
156552,2
156553,2
156554,2
156555,2
156556,2
156557,2
156558,2
156559,2
156560,2
156561,1
156562,2
156563,2
156564,2
156565,2
156566,2
156567,3
156568,3
156569,3
156570,2
156571,3
156572,2
156573,3
156574,2
156575,3
156576,3
156577,2
156578,3
156579,3
156580,2
156581,2
156582,2
156583,3
156584,3
156585,2
156586,3
156587,2
156588,1
156589,1
156590,3
156591,3
156592,3
156593,2
156594,2
156595,2
156596,3
156597,2
156598,2
156599,2
156600,2
156601,2
156602,2
156603,2
156604,2
156605,2
156606,2
156607,2
156608,2
156609,2
156610,2
156611,2
156612,2
156613,2
156614,2
156615,2
156616,2
156617,2
156618,2
156619,2
156620,2
156621,2
156622,2
156623,2
156624,2
156625,2
156626,2
156627,2
156628,1
156629,1
156630,1
156631,1
156632,2
156633,2
156634,1
156635,1
156636,1
156637,1
156638,2
156639,2
156640,1
156641,2
156642,2
156643,2
156644,2
156645,2
156646,2
156647,2
156648,2
156649,2
156650,1
156651,1
156652,1
156653,2
156654,1
156655,1
156656,1
156657,2
156658,2
156659,2
156660,2
156661,2
156662,2
156663,2
156664,2
156665,2
156666,1
156667,1
156668,1
156669,2
156670,2
156671,2
156672,2
156673,1
156674,1
156675,1
156676,1
156677,2
156678,2
156679,2
156680,2
156681,2
156682,2
156683,1
156684,1
156685,1
156686,0
156687,0
156688,0
156689,1
156690,1
156691,1
156692,2
156693,1
156694,1
156695,2
156696,1
156697,4
156698,2
156699,2
156700,2
156701,1
156702,2
156703,1
156704,2
156705,2
156706,2
156707,2
156708,2
156709,2
156710,2
156711,2
156712,2
156713,2
156714,2
156715,2
156716,2
156717,2
156718,2
156719,2
156720,2
156721,2
156722,2
156723,2
156724,2
156725,2
156726,2
156727,2
156728,2
156729,2
156730,2
156731,2
156732,2
156733,2
156734,2
156735,2
156736,2
156737,2
156738,2
156739,2
156740,2
156741,2
156742,2
156743,1
156744,2
156745,1
156746,1
156747,2
156748,2
156749,2
156750,2
156751,2
156752,2
156753,2
156754,3
156755,3
156756,3
156757,3
156758,2
156759,2
156760,2
156761,2
156762,2
156763,2
156764,2
156765,2
156766,2
156767,3
156768,2
156769,2
156770,2
156771,2
156772,2
156773,2
156774,2
156775,2
156776,2
156777,2
156778,3
156779,2
156780,3
156781,3
156782,3
156783,3
156784,2
156785,3
156786,2
156787,2
156788,3
156789,3
156790,3
156791,3
156792,2
156793,2
156794,2
156795,2
156796,2
156797,2
156798,3
156799,2
156800,2
156801,2
156802,2
156803,2
156804,2
156805,2
156806,2
156807,2
156808,2
156809,2
156810,2
156811,2
156812,3
156813,1
156814,2
156815,1
156816,2
156817,1
156818,2
156819,1
156820,1
156821,2
156822,2
156823,1
156824,1
156825,2
156826,1
156827,2
156828,2
156829,2
156830,3
156831,3
156832,3
156833,3
156834,3
156835,3
156836,3
156837,3
156838,3
156839,3
156840,2
156841,3
156842,3
156843,2
156844,1
156845,1
156846,1
156847,1
156848,3
156849,3
156850,1
156851,1
156852,2
156853,2
156854,2
156855,2
156856,1
156857,2
156858,2
156859,1
156860,1
156861,1
156862,1
156863,2
156864,3
156865,3
156866,3
156867,2
156868,2
156869,2
156870,2
156871,1
156872,3
156873,3
156874,3
156875,2
156876,1
156877,1
156878,1
156879,1
156880,2
156881,2
156882,2
156883,2
156884,2
156885,2
156886,2
156887,2
156888,2
156889,1
156890,1
156891,1
156892,2
156893,2
156894,2
156895,2
156896,2
156897,2
156898,2
156899,2
156900,2
156901,3
156902,3
156903,2
156904,3
156905,2
156906,2
156907,2
156908,2
156909,1
156910,1
156911,1
156912,2
156913,2
156914,2
156915,2
156916,2
156917,2
156918,2
156919,3
156920,2
156921,2
156922,2
156923,2
156924,2
156925,2
156926,2
156927,2
156928,2
156929,2
156930,2
156931,2
156932,2
156933,2
156934,2
156935,3
156936,2
156937,2
156938,2
156939,2
156940,2
156941,3
156942,3
156943,3
156944,2
156945,2
156946,3
156947,2
156948,3
156949,3
156950,3
156951,2
156952,2
156953,3
156954,3
156955,2
156956,2
156957,2
156958,2
156959,2
156960,2
156961,2
156962,2
156963,2
156964,2
156965,2
156966,2
156967,2
156968,2
156969,2
156970,2
156971,1
156972,1
156973,1
156974,1
156975,2
156976,2
156977,2
156978,2
156979,2
156980,2
156981,2
156982,2
156983,2
156984,3
156985,3
156986,2
156987,3
156988,3
156989,2
156990,2
156991,2
156992,2
156993,2
156994,2
156995,2
156996,2
156997,2
156998,2
156999,2
157000,2
157001,2
157002,2
157003,2
157004,1
157005,2
157006,2
157007,2
157008,2
157009,2
157010,2
157011,1
157012,2
157013,2
157014,2
157015,2
157016,1
157017,1
157018,2
157019,2
157020,2
157021,3
157022,1
157023,1
157024,2
157025,2
157026,2
157027,1
157028,1
157029,1
157030,2
157031,1
157032,1
157033,1
157034,1
157035,1
157036,2
157037,2
157038,3
157039,3
157040,3
157041,2
157042,2
157043,2
157044,2
157045,2
157046,2
157047,3
157048,1
157049,1
157050,1
157051,2
157052,2
157053,2
157054,2
157055,2
157056,2
157057,2
157058,2
157059,2
157060,2
157061,2
157062,2
157063,2
157064,3
157065,3
157066,2
157067,3
157068,3
157069,3
157070,2
157071,2
157072,2
157073,2
157074,0
157075,0
157076,0
157077,2
157078,1
157079,0
157080,1
157081,0
157082,1
157083,2
157084,2
157085,2
157086,2
157087,2
157088,2
157089,2
157090,2
157091,2
157092,2
157093,2
157094,2
157095,2
157096,3
157097,3
157098,1
157099,1
157100,1
157101,1
157102,1
157103,1
157104,3
157105,3
157106,3
157107,3
157108,3
157109,3
157110,3
157111,3
157112,3
157113,2
157114,3
157115,3
157116,2
157117,2
157118,2
157119,2
157120,3
157121,3
157122,3
157123,2
157124,2
157125,1
157126,2
157127,3
157128,2
157129,3
157130,0
157131,0
157132,1
157133,1
157134,1
157135,2
157136,1
157137,1
157138,1
157139,2
157140,2
157141,2
157142,2
157143,2
157144,3
157145,3
157146,3
157147,1
157148,1
157149,1
157150,2
157151,1
157152,1
157153,2
157154,2
157155,2
157156,2
157157,2
157158,2
157159,2
157160,1
157161,2
157162,2
157163,2
157164,2
157165,2
157166,3
157167,1
157168,2
157169,2
157170,3
157171,2
157172,3
157173,1
157174,2
157175,2
157176,2
157177,3
157178,3
157179,2
157180,2
157181,2
157182,2
157183,3
157184,2
157185,3
157186,2
157187,2
157188,3
157189,3
157190,3
157191,1
157192,1
157193,2
157194,1
157195,2
157196,1
157197,1
157198,2
157199,1
157200,2
157201,2
157202,2
157203,3
157204,3
157205,3
157206,2
157207,3
157208,3
157209,2
157210,2
157211,2
157212,2
157213,2
157214,2
157215,2
157216,3
157217,2
157218,2
157219,2
157220,2
157221,2
157222,1
157223,1
157224,1
157225,2
157226,2
157227,2
157228,2
157229,2
157230,2
157231,2
157232,2
157233,2
157234,2
157235,2
157236,1
157237,1
157238,2
157239,2
157240,2
157241,0
157242,2
157243,2
157244,1
157245,1
157246,1
157247,1
157248,2
157249,2
157250,2
157251,2
157252,2
157253,1
157254,2
157255,2
157256,2
157257,2
157258,2
157259,2
157260,2
157261,2
157262,2
157263,2
157264,2
157265,2
157266,2
157267,2
157268,2
157269,2
157270,2
157271,2
157272,2
157273,2
157274,2
157275,2
157276,2
157277,1
157278,1
157279,1
157280,1
157281,2
157282,2
157283,0
157284,1
157285,1
157286,2
157287,2
157288,2
157289,2
157290,4
157291,3
157292,3
157293,2
157294,3
157295,3
157296,2
157297,3
157298,3
157299,4
157300,4
157301,2
157302,2
157303,2
157304,2
157305,3
157306,3
157307,3
157308,3
157309,2
157310,2
157311,2
157312,2
157313,3
157314,1
157315,2
157316,2
157317,1
157318,1
157319,2
157320,1
157321,1
157322,1
157323,2
157324,1
157325,2
157326,2
157327,1
157328,1
157329,2
157330,2
157331,2
157332,2
157333,2
157334,1
157335,2
157336,1
157337,1
157338,2
157339,2
157340,2
157341,1
157342,1
157343,2
157344,2
157345,1
157346,2
157347,2
157348,2
157349,2
157350,3
157351,3
157352,3
157353,2
157354,2
157355,2
157356,1
157357,1
157358,1
157359,1
157360,1
157361,1
157362,1
157363,2
157364,2
157365,2
157366,2
157367,2
157368,2
157369,2
157370,2
157371,2
157372,2
157373,1
157374,2
157375,2
157376,1
157377,1
157378,2
157379,1
157380,2
157381,1
157382,3
157383,3
157384,3
157385,3
157386,3
157387,2
157388,2
157389,2
157390,2
157391,2
157392,2
157393,2
157394,2
157395,2
157396,2
157397,2
157398,2
157399,2
157400,2
157401,2
157402,2
157403,1
157404,1
157405,1
157406,2
157407,2
157408,2
157409,2
157410,2
157411,2
157412,2
157413,2
157414,2
157415,3
157416,3
157417,3
157418,2
157419,2
157420,2
157421,2
157422,3
157423,2
157424,2
157425,2
157426,2
157427,2
157428,2
157429,2
157430,2
157431,2
157432,3
157433,2
157434,2
157435,2
157436,2
157437,2
157438,2
157439,2
157440,3
157441,3
157442,3
157443,3
157444,3
157445,3
157446,2
157447,2
157448,2
157449,2
157450,2
157451,2
157452,2
157453,2
157454,2
157455,2
157456,2
157457,2
157458,1
157459,2
157460,0
157461,0
157462,0
157463,2
157464,0
157465,1
157466,0
157467,0
157468,1
157469,1
157470,3
157471,2
157472,3
157473,3
157474,3
157475,3
157476,3
157477,2
157478,3
157479,3
157480,3
157481,2
157482,2
157483,2
157484,2
157485,2
157486,2
157487,2
157488,2
157489,2
157490,2
157491,2
157492,2
157493,2
157494,2
157495,2
157496,2
157497,1
157498,2
157499,3
157500,1
157501,2
157502,3
157503,3
157504,2
157505,3
157506,3
157507,3
157508,2
157509,3
157510,2
157511,2
157512,2
157513,2
157514,3
157515,3
157516,3
157517,3
157518,3
157519,2
157520,3
157521,3
157522,3
157523,3
157524,2
157525,2
157526,2
157527,2
157528,2
157529,2
157530,2
157531,2
157532,2
157533,2
157534,2
157535,2
157536,2
157537,2
157538,2
157539,2
157540,2
157541,2
157542,2
157543,2
157544,2
157545,2
157546,2
157547,2
157548,2
157549,2
157550,2
157551,2
157552,2
157553,2
157554,2
157555,2
157556,2
157557,2
157558,2
157559,2
157560,2
157561,2
157562,2
157563,2
157564,2
157565,2
157566,2
157567,2
157568,1
157569,2
157570,2
157571,2
157572,2
157573,2
157574,2
157575,2
157576,2
157577,2
157578,2
157579,2
157580,2
157581,2
157582,2
157583,2
157584,2
157585,2
157586,1
157587,1
157588,1
157589,2
157590,2
157591,1
157592,1
157593,1
157594,1
157595,2
157596,2
157597,2
157598,2
157599,2
157600,2
157601,2
157602,1
157603,1
157604,1
157605,1
157606,1
157607,2
157608,2
157609,2
157610,2
157611,2
157612,2
157613,2
157614,1
157615,1
157616,1
157617,1
157618,1
157619,1
157620,2
157621,3
157622,2
157623,2
157624,1
157625,2
157626,2
157627,2
157628,2
157629,2
157630,2
157631,0
157632,3
157633,2
157634,1
157635,1
157636,1
157637,2
157638,1
157639,1
157640,2
157641,1
157642,1
157643,2
157644,1
157645,1
157646,1
157647,1
157648,1
157649,2
157650,2
157651,2
157652,1
157653,1
157654,1
157655,2
157656,2
157657,2
157658,2
157659,2
157660,2
157661,2
157662,2
157663,3
157664,3
157665,3
157666,3
157667,2
157668,2
157669,2
157670,2
157671,3
157672,2
157673,2
157674,2
157675,3
157676,3
157677,3
157678,2
157679,2
157680,2
157681,3
157682,3
157683,3
157684,3
157685,3
157686,3
157687,3
157688,3
157689,2
157690,2
157691,2
157692,2
157693,2
157694,2
157695,2
157696,2
157697,2
157698,2
157699,2
157700,2
157701,2
157702,2
157703,2
157704,2
157705,2
157706,2
157707,2
157708,2
157709,2
157710,2
157711,2
157712,2
157713,2
157714,2
157715,2
157716,3
157717,3
157718,3
157719,2
157720,3
157721,3
157722,2
157723,2
157724,2
157725,2
157726,2
157727,3
157728,3
157729,3
157730,1
157731,1
157732,1
157733,1
157734,2
157735,2
157736,2
157737,2
157738,2
157739,2
157740,2
157741,2
157742,4
157743,4
157744,4
157745,2
157746,4
157747,4
157748,3
157749,2
157750,2
157751,2
157752,2
157753,2
157754,2
157755,3
157756,2
157757,2
157758,2
157759,2
157760,2
157761,2
157762,2
157763,2
157764,2
157765,3
157766,3
157767,2
157768,2
157769,3
157770,3
157771,3
157772,2
157773,2
157774,2
157775,2
157776,2
157777,3
157778,4
157779,2
157780,4
157781,4
157782,3
157783,3
157784,3
157785,3
157786,2
157787,4
157788,2
157789,2
157790,2
157791,2
157792,3
157793,3
157794,2
157795,3
157796,3
157797,3
157798,2
157799,2
157800,2
157801,2
157802,2
157803,2
157804,2
157805,2
157806,3
157807,3
157808,2
157809,2
157810,3
157811,2
157812,3
157813,3
157814,3
157815,3
157816,3
157817,2
157818,3
157819,3
157820,3
157821,2
157822,2
157823,2
157824,2
157825,2
157826,2
157827,3
157828,3
157829,3
157830,3
157831,3
157832,3
157833,2
157834,2
157835,2
157836,2
157837,2
157838,2
157839,2
157840,2
157841,2
157842,2
157843,2
157844,2
157845,2
157846,2
157847,2
157848,2
157849,1
157850,1
157851,1
157852,1
157853,1
157854,2
157855,1
157856,2
157857,2
157858,2
157859,1
157860,2
157861,2
157862,2
157863,2
157864,2
157865,2
157866,2
157867,2
157868,2
157869,2
157870,2
157871,2
157872,2
157873,2
157874,3
157875,3
157876,2
157877,2
157878,2
157879,4
157880,1
157881,1
157882,1
157883,2
157884,1
157885,1
157886,1
157887,1
157888,2
157889,1
157890,2
157891,2
157892,2
157893,4
157894,4
157895,4
157896,4
157897,4
157898,4
157899,4
157900,4
157901,3
157902,3
157903,3
157904,3
157905,2
157906,3
157907,3
157908,3
157909,3
157910,2
157911,3
157912,3
157913,3
157914,3
157915,2
157916,2
157917,3
157918,3
157919,3
157920,3
157921,3
157922,2
157923,2
157924,2
157925,2
157926,2
157927,3
157928,3
157929,3
157930,2
157931,3
157932,2
157933,2
157934,2
157935,2
157936,2
157937,2
157938,2
157939,2
157940,2
157941,2
157942,2
157943,3
157944,2
157945,2
157946,0
157947,0
157948,0
157949,1
157950,1
157951,2
157952,2
157953,2
157954,2
157955,2
157956,2
157957,2
157958,2
157959,2
157960,2
157961,3
157962,3
157963,3
157964,1
157965,2
157966,2
157967,1
157968,2
157969,2
157970,2
157971,2
157972,2
157973,1
157974,1
157975,2
157976,2
157977,2
157978,2
157979,2
157980,2
157981,2
157982,2
157983,2
157984,2
157985,2
157986,2
157987,2
157988,2
157989,2
157990,2
157991,2
157992,2
157993,2
157994,2
157995,2
157996,2
157997,2
157998,2
157999,2
158000,1
158001,1
158002,2
158003,2
158004,2
158005,1
158006,2
158007,2
158008,2
158009,1
158010,2
158011,1
158012,1
158013,2
158014,1
158015,1
158016,3
158017,3
158018,1
158019,1
158020,2
158021,2
158022,2
158023,1
158024,1
158025,2
158026,2
158027,2
158028,2
158029,2
158030,2
158031,3
158032,2
158033,2
158034,2
158035,2
158036,2
158037,2
158038,3
158039,3
158040,2
158041,2
158042,2
158043,2
158044,2
158045,2
158046,3
158047,3
158048,3
158049,3
158050,3
158051,3
158052,2
158053,2
158054,1
158055,2
158056,2
158057,2
158058,2
158059,2
158060,3
158061,3
158062,3
158063,3
158064,3
158065,3
158066,2
158067,2
158068,2
158069,1
158070,1
158071,1
158072,1
158073,1
158074,2
158075,2
158076,3
158077,3
158078,3
158079,2
158080,3
158081,2
158082,3
158083,2
158084,2
158085,2
158086,2
158087,3
158088,3
158089,3
158090,3
158091,2
158092,2
158093,1
158094,3
158095,3
158096,2
158097,2
158098,2
158099,3
158100,2
158101,3
158102,3
158103,4
158104,4
158105,2
158106,2
158107,2
158108,3
158109,2
158110,2
158111,2
158112,2
158113,2
158114,2
158115,2
158116,2
158117,2
158118,2
158119,2
158120,2
158121,2
158122,2
158123,2
158124,2
158125,2
158126,2
158127,2
158128,2
158129,4
158130,4
158131,4
158132,4
158133,4
158134,4
158135,4
158136,4
158137,3
158138,1
158139,1
158140,1
158141,2
158142,3
158143,2
158144,2
158145,3
158146,2
158147,3
158148,2
158149,3
158150,4
158151,4
158152,4
158153,2
158154,2
158155,2
158156,2
158157,2
158158,2
158159,2
158160,2
158161,2
158162,2
158163,2
158164,2
158165,2
158166,2
158167,2
158168,2
158169,2
158170,3
158171,3
158172,2
158173,2
158174,2
158175,2
158176,2
158177,2
158178,2
158179,2
158180,2
158181,2
158182,2
158183,2
158184,2
158185,2
158186,2
158187,2
158188,3
158189,2
158190,1
158191,2
158192,2
158193,3
158194,3
158195,3
158196,3
158197,3
158198,3
158199,3
158200,1
158201,3
158202,3
158203,3
158204,2
158205,2
158206,1
158207,2
158208,3
158209,3
158210,1
158211,1
158212,1
158213,2
158214,2
158215,2
158216,2
158217,2
158218,2
158219,2
158220,2
158221,3
158222,2
158223,2
158224,3
158225,3
158226,2
158227,2
158228,2
158229,2
158230,3
158231,2
158232,2
158233,2
158234,1
158235,2
158236,1
158237,1
158238,2
158239,1
158240,1
158241,2
158242,1
158243,1
158244,2
158245,1
158246,1
158247,1
158248,2
158249,1
158250,0
158251,1
158252,1
158253,1
158254,2
158255,1
158256,1
158257,3
158258,2
158259,2
158260,2
158261,2
158262,2
158263,3
158264,3
158265,3
158266,2
158267,2
158268,3
158269,1
158270,2
158271,2
158272,2
158273,1
158274,1
158275,1
158276,1
158277,2
158278,1
158279,2
158280,0
158281,1
158282,1
158283,1
158284,1
158285,1
158286,2
158287,2
158288,2
158289,2
158290,2
158291,0
158292,0
158293,0
158294,1
158295,1
158296,1
158297,1
158298,1
158299,1
158300,2
158301,0
158302,0
158303,1
158304,1
158305,1
158306,2
158307,0
158308,0
158309,0
158310,2
158311,0
158312,0
158313,0
158314,1
158315,2
158316,2
158317,2
158318,2
158319,2
158320,2
158321,2
158322,2
158323,2
158324,2
158325,2
158326,2
158327,2
158328,2
158329,2
158330,2
158331,2
158332,2
158333,2
158334,2
158335,2
158336,2
158337,2
158338,2
158339,2
158340,2
158341,2
158342,2
158343,2
158344,2
158345,3
158346,3
158347,3
158348,2
158349,3
158350,3
158351,3
158352,3
158353,3
158354,2
158355,2
158356,2
158357,2
158358,2
158359,0
158360,1
158361,1
158362,1
158363,2
158364,2
158365,2
158366,2
158367,2
158368,2
158369,2
158370,2
158371,0
158372,0
158373,0
158374,1
158375,2
158376,2
158377,2
158378,0
158379,0
158380,0
158381,1
158382,1
158383,1
158384,1
158385,1
158386,2
158387,3
158388,2
158389,2
158390,2
158391,2
158392,2
158393,2
158394,2
158395,2
158396,2
158397,2
158398,2
158399,2
158400,2
158401,2
158402,2
158403,2
158404,2
158405,2
158406,2
158407,2
158408,2
158409,3
158410,3
158411,2
158412,3
158413,3
158414,3
158415,3
158416,3
158417,3
158418,2
158419,3
158420,2
158421,2
158422,3
158423,3
158424,2
158425,2
158426,2
158427,3
158428,2
158429,3
158430,3
158431,3
158432,3
158433,2
158434,3
158435,3
158436,2
158437,2
158438,3
158439,2
158440,2
158441,2
158442,3
158443,4
158444,4
158445,2
158446,2
158447,2
158448,2
158449,2
158450,2
158451,2
158452,2
158453,2
158454,2
158455,2
158456,2
158457,1
158458,1
158459,1
158460,1
158461,1
158462,2
158463,2
158464,2
158465,2
158466,2
158467,2
158468,0
158469,1
158470,2
158471,3
158472,3
158473,2
158474,2
158475,2
158476,2
158477,2
158478,2
158479,2
158480,2
158481,2
158482,2
158483,2
158484,2
158485,2
158486,1
158487,1
158488,1
158489,2
158490,2
158491,2
158492,2
158493,2
158494,1
158495,1
158496,1
158497,2
158498,1
158499,3
158500,3
158501,3
158502,3
158503,2
158504,1
158505,1
158506,2
158507,1
158508,1
158509,1
158510,1
158511,1
158512,1
158513,2
158514,2
158515,1
158516,1
158517,2
158518,2
158519,3
158520,2
158521,2
158522,2
158523,2
158524,2
158525,1
158526,1
158527,2
158528,1
158529,2
158530,2
158531,2
158532,2
158533,2
158534,2
158535,2
158536,2
158537,2
158538,2
158539,2
158540,2
158541,2
158542,2
158543,2
158544,2
158545,2
158546,1
158547,2
158548,2
158549,2
158550,2
158551,2
158552,2
158553,2
158554,2
158555,1
158556,2
158557,2
158558,2
158559,2
158560,2
158561,2
158562,2
158563,2
158564,2
158565,2
158566,3
158567,2
158568,2
158569,2
158570,2
158571,2
158572,3
158573,3
158574,1
158575,2
158576,1
158577,3
158578,2
158579,2
158580,3
158581,2
158582,1
158583,2
158584,2
158585,2
158586,2
158587,2
158588,2
158589,3
158590,2
158591,3
158592,3
158593,4
158594,4
158595,2
158596,2
158597,4
158598,2
158599,4
158600,4
158601,3
158602,3
158603,3
158604,1
158605,1
158606,1
158607,1
158608,2
158609,1
158610,1
158611,2
158612,2
158613,2
158614,2
158615,2
158616,2
158617,2
158618,2
158619,2
158620,2
158621,2
158622,2
158623,2
158624,3
158625,2
158626,3
158627,2
158628,2
158629,3
158630,3
158631,3
158632,4
158633,4
158634,2
158635,4
158636,2
158637,4
158638,4
158639,4
158640,2
158641,2
158642,2
158643,3
158644,3
158645,2
158646,2
158647,2
158648,3
158649,3
158650,2
158651,2
158652,3
158653,0
158654,0
158655,2
158656,1
158657,1
158658,2
158659,2
158660,2
158661,2
158662,2
158663,2
158664,1
158665,1
158666,2
158667,1
158668,2
158669,2
158670,2
158671,1
158672,1
158673,2
158674,2
158675,1
158676,3
158677,3
158678,2
158679,3
158680,2
158681,2
158682,1
158683,1
158684,1
158685,1
158686,2
158687,2
158688,3
158689,3
158690,3
158691,3
158692,2
158693,2
158694,2
158695,1
158696,1
158697,1
158698,1
158699,1
158700,1
158701,2
158702,1
158703,2
158704,2
158705,2
158706,2
158707,2
158708,2
158709,2
158710,2
158711,2
158712,2
158713,2
158714,2
158715,2
158716,1
158717,1
158718,2
158719,1
158720,2
158721,1
158722,2
158723,2
158724,2
158725,2
158726,2
158727,2
158728,2
158729,2
158730,2
158731,2
158732,2
158733,2
158734,2
158735,2
158736,2
158737,2
158738,2
158739,2
158740,2
158741,2
158742,2
158743,2
158744,2
158745,2
158746,2
158747,2
158748,2
158749,2
158750,2
158751,2
158752,2
158753,3
158754,4
158755,4
158756,4
158757,4
158758,2
158759,2
158760,3
158761,4
158762,4
158763,4
158764,3
158765,2
158766,2
158767,2
158768,2
158769,2
158770,1
158771,1
158772,1
158773,1
158774,1
158775,1
158776,2
158777,1
158778,2
158779,1
158780,2
158781,2
158782,3
158783,3
158784,3
158785,3
158786,3
158787,2
158788,2
158789,2
158790,2
158791,2
158792,2
158793,2
158794,1
158795,1
158796,2
158797,1
158798,1
158799,1
158800,1
158801,2
158802,2
158803,2
158804,2
158805,2
158806,2
158807,2
158808,2
158809,2
158810,2
158811,2
158812,0
158813,0
158814,0
158815,0
158816,0
158817,0
158818,1
158819,2
158820,2
158821,3
158822,3
158823,3
158824,2
158825,3
158826,3
158827,3
158828,3
158829,3
158830,3
158831,2
158832,1
158833,1
158834,2
158835,3
158836,1
158837,1
158838,1
158839,4
158840,4
158841,4
158842,2
158843,2
158844,2
158845,2
158846,2
158847,2
158848,2
158849,2
158850,2
158851,2
158852,2
158853,2
158854,2
158855,2
